Username,Tweet,Cleaned_Tweet,Date,Time,Mentions,Hashtags,Likes,Retweets,Comments,Replies,Views,Sentiment
"N Suresh
@NSuresh_ECW
·
Mar 3","Naukri Job speak index For February 2025

~Job Market grew 4% YoY driven by Hospitality (20% YoY) & Real estate ( 9% YoY)

~While AI/ML jobs saw a 21% YoY 

AI isn't gonna replace u, but people learning AI would surely replace u 

#Naukri #AI #InfoEdge",naukri job speak index february 2025 job market grew yoy driven hospitality yoy real estate yoy aiml jobs saw yoy isnt gon replace people learning would surely replace naukri infoedge,2025-03-03,17:31:34,,"Naukri, AI, InfoEdge",0,0,0,0,1,0.35
"Sid Maskara
@SidMaskara
·
Mar 3","Most important #naukri hack

Write your top skills in your headline- Then we can search and find you

10x your visibility and calls from recruiters by this one tip",important naukri hack write top skills headline search find 10x visibility calls recruiters one tip,2025-03-03,16:07:28,,naukri,0,0,0,0,11,0.4666666666666666
"GIRI'S TECH-HUB
@HubGiri
·
Mar 3","Congratulations ... Richa for a job offer!!..

#jobopportunity #javadeveloper #hiring #recruitment #job #placement #itjobs #hiringnow #naukri #opening #opening #itcourses #computerscience #softwaredeveloper #softwareengineer #javadeveloper #giristechhub #pune",congratulations richa job offer jobopportunity javadeveloper hiring recruitment job placement itjobs hiringnow naukri opening opening itcourses computerscience softwaredeveloper softwareengineer javadeveloper giristechhub pune,2025-03-03,11:18:12,,"naukri, computerscience, hiring, job, javadeveloper, opening, itcourses, hiringnow, softwareengineer, recruitment, giristechhub, itjobs, pune, jobopportunity, placement, softwaredeveloper",0,0,0,0,36,0.0
"PIKACHU4SSR IS ALIVE
@PikaDetects
·
Mar 3","top priority    must be given to PIKACHU PICHU #Naukri 

hehe  nobody stop my  live game
#SAPConsulting",top priority must given pikachu pichu naukri hehe nobody stop live game sapconsulting,2025-03-03,10:57:51,,"SAPConsulting, Naukri",0,0,0,0,25,0.07878787878787878
"Sarkari Exam Lover
@sarkari_exam99
·
Mar 3","IFFCO Agriculture Graduate Trainee (AGT) Recruitment 2025
#sarkariexam #examlover #jobs #haryanajobs #ssc #upsc #freejobalert #naukri #sarkariresult #sarkariexam #offlineforms",iffco agriculture graduate trainee agt recruitment 2025 sarkariexam examlover jobs haryanajobs ssc upsc freejobalert naukri sarkariresult sarkariexam offlineforms,2025-03-03,07:58:13,,"naukri, ssc, examlover, haryanajobs, jobs, upsc, offlineforms, sarkariexam, sarkariresult, freejobalert",0,0,0,0,1,0.0
"Sarkari Exam Lover
@sarkari_exam99
·
Mar 3","IOCL Assistant Quality Control Officer Recruitment 2025
#sarkariexam #examlover #jobs #haryanajobs #ssc #upsc #freejobalert #naukri #sarkariresult #sarkariexam #offlineforms",iocl assistant quality control officer recruitment 2025 sarkariexam examlover jobs haryanajobs ssc upsc freejobalert naukri sarkariresult sarkariexam offlineforms,2025-03-03,07:44:06,,"naukri, ssc, examlover, haryanajobs, jobs, upsc, offlineforms, sarkariexam, sarkariresult, freejobalert",0,0,0,0,1,0.0
"Sarkari Exam Lover
@sarkari_exam99
·
Mar 3","MPSC Upper Division Clerk (UDC) Recruitment 2025
#sarkariexam #examlover #jobs #haryanajobs #ssc #upsc #freejobalert #naukri #sarkariresult #sarkariexam #offlineforms",mpsc upper division clerk udc recruitment 2025 sarkariexam examlover jobs haryanajobs ssc upsc freejobalert naukri sarkariresult sarkariexam offlineforms,2025-03-03,07:19:39,,"naukri, ssc, examlover, haryanajobs, jobs, upsc, offlineforms, sarkariexam, sarkariresult, freejobalert",0,0,0,0,1,0.0
"Aditya Bhardwaj 
@adityaji_
·
Mar 3","Pushtaini paisa (ancestral money) hote hue bhi mai #naukri kar raha hu. 
Dekh lo kitna mehenti hu mai.",pushtaini paisa ancestral money hote hue bhi mai naukri kar raha dekh kitna mehenti mai,2025-03-02,18:44:23,,naukri,0,0,0,0,32,0.0
"Sarkari Exam Lover
@sarkari_exam99
·
Mar 2","NTA CUET UG 2025
#sarkariexam #examlover #jobs #haryanajobs #ssc #upsc #freejobalert #naukri #sarkariresult #sarkariexam #offlineforms",nta cuet 2025 sarkariexam examlover jobs haryanajobs ssc upsc freejobalert naukri sarkariresult sarkariexam offlineforms,2025-03-02,11:00:20,,"naukri, ssc, examlover, haryanajobs, jobs, upsc, offlineforms, sarkariexam, sarkariresult, freejobalert",0,0,0,0,19,0.0
"Yogesh Mantri
@yogeshmantri9
·
Mar 2","Info Edge Stock Split
Best Time to Invest??
Fundamental Analysis 

https://youtu.be/dASEfQTi9ig

#StockMarket #infoedge #naukri",info edge stock split best time invest fundamental analysis stockmarket infoedge naukri,2025-03-02,10:34:18,,"naukri, infoedge, StockMarket",0,0,0,0,160,1.0
"Sarkari Exam Lover
@sarkari_exam99
·
Mar 2","ITBP Constable (GD) Sports Quota Recruitment 2025
#sarkariexam #examlover #jobs #haryanajobs #ssc #upsc #freejobalert #naukri #sarkariresult #sarkariexam #offlineforms",itbp constable sports quota recruitment 2025 sarkariexam examlover jobs haryanajobs ssc upsc freejobalert naukri sarkariresult sarkariexam offlineforms,2025-03-02,10:11:34,,"naukri, ssc, examlover, haryanajobs, jobs, upsc, offlineforms, sarkariexam, sarkariresult, freejobalert",0,0,0,0,1,0.0
"Sarkari Exam Lover
@sarkari_exam99
·
Mar 2","IRFC Recruitment 2025
#sarkariexam #examlover #jobs #haryanajobs #ssc #upsc #freejobalert #naukri #sarkariresult #sarkariexam #offlineforms",irfc recruitment 2025 sarkariexam examlover jobs haryanajobs ssc upsc freejobalert naukri sarkariresult sarkariexam offlineforms,2025-03-02,09:43:00,,"naukri, ssc, examlover, haryanajobs, jobs, upsc, offlineforms, sarkariexam, sarkariresult, freejobalert",0,0,0,0,1,0.0
"Sarkari Exam Lover
@sarkari_exam99
·
Mar 1","Indian Overseas Bank IOB Apprentices Recruitment 2025
#sarkariexam #examlover #jobs #haryanajobs #ssc #upsc #freejobalert #naukri #sarkariresult #sarkariexam #offlineforms",indian overseas bank iob apprentices recruitment 2025 sarkariexam examlover jobs haryanajobs ssc upsc freejobalert naukri sarkariresult sarkariexam offlineforms,2025-03-01,11:58:06,,"naukri, ssc, examlover, haryanajobs, jobs, upsc, offlineforms, sarkariexam, sarkariresult, freejobalert",0,0,0,0,1,0.0
"GIRI'S TECH-HUB
@HubGiri
·
Mar 1","Congratulations ... Rohit for your job offer!!..

#jobopportunity #javadeveloper #hiring #recruitment #job #placement #itjobs #hiringnow #naukri #opening #opening #itcourses #computerscience #softwaredeveloper #softwareengineer #javadeveloper #giristechhub #pune",congratulations rohit job offer jobopportunity javadeveloper hiring recruitment job placement itjobs hiringnow naukri opening opening itcourses computerscience softwaredeveloper softwareengineer javadeveloper giristechhub pune,2025-03-01,08:35:12,,"naukri, computerscience, hiring, job, javadeveloper, opening, itcourses, hiringnow, softwareengineer, recruitment, giristechhub, itjobs, pune, jobopportunity, placement, softwaredeveloper",0,0,0,0,46,0.0
"Sundar
@msn_ssr
·
Mar 1",#Naukri is no1 useless job search app in the world. No calls come.. nothing.. waste !,naukri no1 useless job search app world calls come nothing waste,2025-03-01,04:53:13,,Naukri,0,0,0,0,1,-0.375
"Sarkari Exam Lover
@sarkari_exam99
·
Feb 28","MPESB Group 1 (Sub Group 3) Recruitment 2025
#sarkariexam #examlover #jobs #haryanajobs #ssc #upsc #freejobalert #naukri #sarkariresult #sarkariexam #offlineforms",mpesb group sub group recruitment 2025 sarkariexam examlover jobs haryanajobs ssc upsc freejobalert naukri sarkariresult sarkariexam offlineforms,2025-02-28,13:42:28,,"naukri, ssc, examlover, haryanajobs, jobs, upsc, offlineforms, sarkariexam, sarkariresult, freejobalert",0,0,0,0,6,0.0
"Sarkari Exam Lover
@sarkari_exam99
·
Feb 28","CSIR CEERI Technical Recruitment 2025
#sarkariexam #examlover #jobs #haryanajobs #ssc #upsc #freejobalert #naukri #sarkariresult #sarkariexam #offlineforms",csir ceeri technical recruitment 2025 sarkariexam examlover jobs haryanajobs ssc upsc freejobalert naukri sarkariresult sarkariexam offlineforms,2025-02-28,13:06:44,,"naukri, ssc, examlover, haryanajobs, jobs, upsc, offlineforms, sarkariexam, sarkariresult, freejobalert",0,0,0,0,4,0.0
"Rashi RA
@MitulBhavsar9
·
Feb 28","▌MARKET HEATMAP

Advance 
#SHRIRAMFIN #HDFCBANK #COALINDIA #KEI #TRENT #POLYCAB

Decline 
#GRANULES #BSE #INDUSINDBank #TECHMahindra #TITAGARH #JIOFIN
#CONCOR #PETRONET #NAUKRI #WIPRO #ADANIGREEN #BHARTIARTL
#TATATECH #MAXHEALTH #TVSMOTOR #OFSS #HAL #MANAPPURAM

#StockMarket",market heatmap advance shriramfin hdfcbank coalindia kei trent polycab decline granules bse indusindbank techmahindra titagarh jiofin concor petronet naukri wipro adanigreen bhartiartl tatatech maxhealth tvsmotor ofss hal manappuram stockmarket,2025-02-28,10:16:50,,"WIPRO, TRENT, PETRONET, HAL, ADANIGREEN, MANAPPURAM, TITAGARH, BSE, StockMarket, COALINDIA, TATATECH, HDFCBANK, NAUKRI, POLYCAB, JIOFIN, BHARTIARTL, MAXHEALTH, GRANULES, SHRIRAMFIN, CONCOR, KEI, INDUSINDBank, TECHMahindra, OFSS, TVSMOTOR",0,0,0,0,1,0.0
"Sarkari Exam Lover
@sarkari_exam99
·
Feb 28","Panchkula BEL Trainee / Project Engineer Recruitment 2025
#sarkariexam #examlover #jobs #haryanajobs #ssc #upsc #freejobalert #naukri #sarkariresult #sarkariexam #offlineforms",panchkula bel trainee project engineer recruitment 2025 sarkariexam examlover jobs haryanajobs ssc upsc freejobalert naukri sarkariresult sarkariexam offlineforms,2025-02-28,09:01:36,,"naukri, ssc, examlover, haryanajobs, jobs, upsc, offlineforms, sarkariexam, sarkariresult, freejobalert",0,0,0,0,18,0.0
"GIRI'S TECH-HUB
@HubGiri
·
Feb 28","Congratulations ... Amit for your job offer!!..

#jobopportunity #javadeveloper #hiring #recruitment #job #placement #itjobs #hiringnow #naukri #opening #opening #itcourses #computerscience #softwaredeveloper #softwareengineer #javadeveloper #giristechhub #pune",congratulations amit job offer jobopportunity javadeveloper hiring recruitment job placement itjobs hiringnow naukri opening opening itcourses computerscience softwaredeveloper softwareengineer javadeveloper giristechhub pune,2025-02-28,08:25:26,,"naukri, computerscience, hiring, job, javadeveloper, opening, itcourses, hiringnow, softwareengineer, recruitment, giristechhub, itjobs, pune, jobopportunity, placement, softwaredeveloper",0,0,0,0,59,0.0
"Hitesh Desai
@desaihiteshk06
·
Feb 28","5 days lower low breakout, 
#ADANIGREEN   #APOLLOHOSP   #ASIANPAINT   #BAJAJAUTO   #BANKBARODA   #DLF   #EICHERMOT   #HCLTECH   #IRCTC   #IRFC   #INDUSINDBK   #NAUKRI   #INFY   #ITC   #JINDALSTEL 
#Nifty   #StockMarketIndia #BrekoutStock",days lower low breakout adanigreen apollohosp asianpaint bajajauto bankbaroda dlf eichermot hcltech irctc irfc indusindbk naukri infy itc jindalstel nifty stockmarketindia brekoutstock,2025-02-28,07:33:29,,"BAJAJAUTO, HCLTECH, BrekoutStock, NAUKRI, INFY, ASIANPAINT, INDUSINDBK, ADANIGREEN, IRFC, JINDALSTEL, StockMarketIndia, ITC, Nifty, EICHERMOT, APOLLOHOSP, DLF, IRCTC, BANKBARODA",0,0,0,0,1,0.0
"Hitesh Desai
@desaihiteshk06
·
Feb 28","#DABUR #DLF #DRREDDY #GAIL #GODREJCP   #GRASIM #HAVELLS #HCLTECH #HDFCLIFE   #HEROMOTOCO #HINDALCO #HAL #HINDUNILVR   #ICICIGI #ICICIPRULI #IOC #IRCTC #IRFC   #INDUSINDBK #NAUKRI #INFY #ITC #JINDALSTEL   #JIOFIN #JSWENERGY #LT 
#Nifty   #StockMarketIndia #Belowsma #SMA",dabur dlf drreddy gail godrejcp grasim havells hcltech hdfclife heromotoco hindalco hal hindunilvr icicigi icicipruli ioc irctc irfc indusindbk naukri infy itc jindalstel jiofin jswenergy nifty stockmarketindia belowsma sma,2025-02-28,07:02:19,,"DABUR, GRASIM, HCLTECH, HAL, INDUSINDBK, IRFC, GAIL, HEROMOTOCO, HINDALCO, Belowsma, IOC, StockMarketIndia, GODREJCP, ITC, LT, JSWENERGY, DLF, HAVELLS, NAUKRI, INFY, DRREDDY, JIOFIN, HDFCLIFE, ICICIPRULI, ICICIGI, SMA, HINDUNILVR, JINDALSTEL, Nifty, IRCTC",0,0,0,0,1,0.0
"Sarkari Exam Lover
@sarkari_exam99
·
Feb 28","Rajasthan High Court Civil Judge Recruitment 2025
#sarkariexam #examlover #jobs #haryanajobs #ssc #upsc #freejobalert #naukri #sarkariresult #sarkariexam #offlineforms",rajasthan high court civil judge recruitment 2025 sarkariexam examlover jobs haryanajobs ssc upsc freejobalert naukri sarkariresult sarkariexam offlineforms,2025-02-28,06:22:21,,"naukri, ssc, examlover, haryanajobs, jobs, upsc, offlineforms, sarkariexam, sarkariresult, freejobalert",0,0,0,0,10,0.16
"Sarkari Exam Lover
@sarkari_exam99
·
Feb 28","Naval Ship Repair Yard Apprentice Recruitment 2025
#sarkariexam #examlover #jobs #haryanajobs #ssc #upsc #freejobalert #naukri #sarkariresult #sarkariexam #offlineforms",naval ship repair yard apprentice recruitment 2025 sarkariexam examlover jobs haryanajobs ssc upsc freejobalert naukri sarkariresult sarkariexam offlineforms,2025-02-28,06:02:33,,"naukri, ssc, examlover, haryanajobs, jobs, upsc, offlineforms, sarkariexam, sarkariresult, freejobalert",0,0,0,0,7,0.0
"Hitesh Desai
@desaihiteshk06
·
Feb 28","#HINDUNILVR   #ICICIGI   #ICICIPRULI   #IOC   #IRCTC   #IRFC   #NAUKRI   #INFY   #ITC   #JIOFIN   #LT   #LICI   #LTIM   #M&M   #MARUTI   #MOTHERSON   #PIDILITIND   #POWERGRID   #PNB   #RECLTD 
#Nifty   #StockMarketIndia #MonthlyLow",hindunilvr icicigi icicipruli ioc irctc irfc naukri infy itc jiofin lici ltim maruti motherson pidilitind powergrid pnb recltd nifty stockmarketindia monthlylow,2025-02-28,04:49:55,,"MARUTI, M, RECLTD, PNB, IRFC, LTIM, POWERGRID, IOC, PIDILITIND, StockMarketIndia, ITC, LT, MOTHERSON, NAUKRI, INFY, MonthlyLow, JIOFIN, ICICIPRULI, ICICIGI, HINDUNILVR, Nifty, LICI, IRCTC",0,0,0,0,1,0.0
"Hitesh Desai
@desaihiteshk06
·
Feb 28","#DIVISLAB #DLF #DRREDDY #GAIL #GODREJCP   #HCLTECH #HDFCLIFE #HAL #HINDUNILVR   #ICICIBANK #ICICIPRULI #IOC #IRCTC #IRFC   #INDUSINDBK #NAUKRI #INFY #ITC #JIOFIN   #JSWENERGY #KOTAKBANK #LT #LICI #LTIM #M&M   #MARUTI #MOTHERSON #NHPC #NTPC 
#Nifty #StockMarketIndia #StockToWatch",divislab dlf drreddy gail godrejcp hcltech hdfclife hal hindunilvr icicibank icicipruli ioc irctc irfc indusindbk naukri infy itc jiofin jswenergy kotakbank lici ltim maruti motherson nhpc ntpc nifty stockmarketindia stocktowatch,2025-02-28,04:30:17,,"MARUTI, NHPC, HCLTECH, DIVISLAB, HAL, M, INDUSINDBK, IRFC, LTIM, GAIL, IOC, StockMarketIndia, GODREJCP, ITC, LT, JSWENERGY, DLF, MOTHERSON, KOTAKBANK, NAUKRI, INFY, DRREDDY, JIOFIN, HDFCLIFE, StockToWatch, ICICIPRULI, NTPC, ICICIBANK, HINDUNILVR, Nifty, LICI, IRCTC",0,0,0,0,1,0.0
"Navarna Group
@NavarnaGroup
·
Feb 27","Join Apollo Tyres’ Apprenticeship & Lead Trainee Program at Sri City, Andhra Pradesh and gain hands-on training with attractive salary benefits
 Register Now: https://apollo.navarna.com/form.php
 For Queries: +91 8800966002
#ApolloTyres #ITIJobs #job #naukri #NCVT #ApolloJobs #AndhraJobs",join apollo tyres apprenticeship lead trainee program sri city andhra pradesh gain handson training attractive salary benefits register queries 8800966002 apollotyres itijobs job naukri ncvt apollojobs andhrajobs,2025-02-27,14:11:01,,"naukri, ApolloTyres, ITIJobs, job, NCVT, ApolloJobs, AndhraJobs",0,0,0,0,63,0.8
"Shubham Verma
@ver4001
·
Feb 27","आदिमानव का क्या धर्म था, आदिमानव अर्थ रोटी की तलाश में भटकता था,जिनके पेट भरे हुए है वो धर्म का झुनझुना बजाते है ,खाली पेट रोटी ही भगवान है। 
राजा दशरथ राम के जन्म से पहले क्या राम करते थे ।कभी श्री कृष्ण ने कहा चलो ग्वाल बालों कुंभ नहा लो। 
ये मानव शरीर मंदिर है।
#Naukri 
#Job",naukri job,2025-02-27,11:54:43,,"Naukri, Job",0,0,0,0,1,0.0
"Sarkari Exam Lover
@sarkari_exam99
·
Feb 27","CIPET Admission 2025
#sarkariexam #examlover #jobs #haryanajobs #ssc #upsc #freejobalert #naukri #sarkariresult #sarkariexam #offlineforms",cipet admission 2025 sarkariexam examlover jobs haryanajobs ssc upsc freejobalert naukri sarkariresult sarkariexam offlineforms,2025-02-27,10:37:50,,"naukri, ssc, examlover, haryanajobs, jobs, upsc, offlineforms, sarkariexam, sarkariresult, freejobalert",0,0,0,0,0,0.0
"Sarkari Exam Lover
@sarkari_exam99
·
Feb 27","IFFCO Apprentice Recruitment 2025
#sarkariexam #examlover #jobs #haryanajobs #ssc #upsc #freejobalert #naukri #sarkariresult #sarkariexam #offlineforms",iffco apprentice recruitment 2025 sarkariexam examlover jobs haryanajobs ssc upsc freejobalert naukri sarkariresult sarkariexam offlineforms,2025-02-27,07:57:43,,"naukri, ssc, examlover, haryanajobs, jobs, upsc, offlineforms, sarkariexam, sarkariresult, freejobalert",0,0,0,0,5,0.0
"GIRI'S TECH-HUB
@HubGiri
·
Feb 27","Congratulations ... Pandurang for your job offer!!..

#jobopportunity #javadeveloper #hiring #recruitment #job #placement #itjobs #hiringnow #naukri #opening #opening #itcourses #computerscience #softwaredeveloper #softwareengineer #javadeveloper #giristechhub #pune",congratulations pandurang job offer jobopportunity javadeveloper hiring recruitment job placement itjobs hiringnow naukri opening opening itcourses computerscience softwaredeveloper softwareengineer javadeveloper giristechhub pune,2025-02-27,05:05:39,,"naukri, computerscience, hiring, job, javadeveloper, opening, itcourses, hiringnow, softwareengineer, recruitment, giristechhub, itjobs, pune, jobopportunity, placement, softwaredeveloper",0,0,0,0,68,0.0
"Hitesh Desai
@desaihiteshk06
·
Feb 27","Stocks trading above yesterdays high price, 
#ABCAPITAL #AUBANK #AXISBANK #BAJFINANCE   #BAJAJFINSV #BANDHANBNK #HDFCBANK #HDFCLIFE #ICICIPRULI #INDUSINDBK #NAUKRI #LTF #M&MFIN #MAXHEALTH #MUTHOOTFIN #NESTLEIND #SBICARD #SHRIRAMFIN #VOLTAS 
#Nifty #StockMarketIndia #StockToWatch",stocks trading yesterdays high price abcapital aubank axisbank bajfinance bajajfinsv bandhanbnk hdfcbank hdfclife icicipruli indusindbk naukri ltf mmfin maxhealth muthootfin nestleind sbicard shriramfin voltas nifty stockmarketindia stocktowatch,2025-02-27,04:30:14,,"M, INDUSINDBK, SBICARD, NESTLEIND, StockMarketIndia, BAJAJFINSV, AXISBANK, MUTHOOTFIN, LTF, HDFCBANK, VOLTAS, NAUKRI, AUBANK, HDFCLIFE, MAXHEALTH, BANDHANBNK, StockToWatch, ICICIPRULI, SHRIRAMFIN, ABCAPITAL, Nifty, BAJFINANCE",0,0,0,0,1,0.08
"Sarkari Exam Lover
@sarkari_exam99
·
Feb 26","Haryana Cheerag Scheme Admission 2025-26
#sarkariexam #examlover #jobs #haryanajobs #ssc #upsc #freejobalert #naukri #sarkariresult #sarkariexam #offlineforms",haryana cheerag scheme admission 202526 sarkariexam examlover jobs haryanajobs ssc upsc freejobalert naukri sarkariresult sarkariexam offlineforms,2025-02-26,10:11:05,,"naukri, ssc, examlover, haryanajobs, jobs, upsc, offlineforms, sarkariexam, sarkariresult, freejobalert",0,0,0,0,22,0.0
"Sarkari Exam Lover
@sarkari_exam99
·
Feb 26","Lakshmibai College DU Assistant Professor Recruitment 2025
#sarkariexam #examlover #jobs #haryanajobs #ssc #upsc #freejobalert #naukri #sarkariresult #sarkariexam #offlineforms",lakshmibai college assistant professor recruitment 2025 sarkariexam examlover jobs haryanajobs ssc upsc freejobalert naukri sarkariresult sarkariexam offlineforms,2025-02-26,06:51:03,,"naukri, ssc, examlover, haryanajobs, jobs, upsc, offlineforms, sarkariexam, sarkariresult, freejobalert",0,0,0,0,16,0.0
"GIRI'S TECH-HUB
@HubGiri
·
Feb 26","Congratulations ... Sakshi for a job offer!!..

#jobopportunity #javadeveloper #hiring #recruitment #job #placement #itjobs #hiringnow #naukri #opening #opening #itcourses #computerscience #softwaredeveloper #softwareengineer #javadeveloper #giristechhub #pune",congratulations sakshi job offer jobopportunity javadeveloper hiring recruitment job placement itjobs hiringnow naukri opening opening itcourses computerscience softwaredeveloper softwareengineer javadeveloper giristechhub pune,2025-02-26,05:49:33,,"naukri, computerscience, hiring, job, javadeveloper, opening, itcourses, hiringnow, softwareengineer, recruitment, giristechhub, itjobs, pune, jobopportunity, placement, softwaredeveloper",0,0,0,0,55,0.0
"Sarkari Exam Lover
@sarkari_exam99
·
Feb 25","Chittaranjan Locomotive Works Recruitment 2025
#sarkariexam #examlover #jobs #haryanajobs #ssc #upsc #freejobalert #naukri #sarkariresult #sarkariexam #offlineforms",chittaranjan locomotive works recruitment 2025 sarkariexam examlover jobs haryanajobs ssc upsc freejobalert naukri sarkariresult sarkariexam offlineforms,2025-02-25,08:34:42,,"naukri, ssc, examlover, haryanajobs, jobs, upsc, offlineforms, sarkariexam, sarkariresult, freejobalert",0,0,0,0,15,0.0
"GIRI'S TECH-HUB
@HubGiri
·
Feb 25","Congratulations ... Shubham for your job offer!!..

#jobopportunity #javadeveloper #hiring #recruitment #job #placement #itjobs #hiringnow #naukri #opening #opening #itcourses #computerscience #softwaredeveloper #softwareengineer #javadeveloper #giristechhub #pune",congratulations shubham job offer jobopportunity javadeveloper hiring recruitment job placement itjobs hiringnow naukri opening opening itcourses computerscience softwaredeveloper softwareengineer javadeveloper giristechhub pune,2025-02-25,08:33:52,,"naukri, computerscience, hiring, job, javadeveloper, opening, itcourses, hiringnow, softwareengineer, recruitment, giristechhub, itjobs, pune, jobopportunity, placement, softwaredeveloper",0,0,0,0,53,0.0
"Harsh Arora
@dechnsign
·
Feb 25","... make a carousel to ensure that it reaches the right place.

Credits:
Vector Illustration - unDraw
Software Used - Figma

#uxissue #userexperience #ux #naukri #infoedge #uxerror #uxcarousel #uxcasestudy #dechnsign #theharssharora",make carousel ensure reaches right place credits vector illustration undraw software used figma uxissue userexperience naukri infoedge uxerror uxcarousel uxcasestudy dechnsign theharssharora,2025-02-25,07:11:28,,"naukri, userexperience, ux, uxerror, uxcarousel, theharssharora, uxcasestudy, dechnsign, infoedge, uxissue",0,0,0,0,75,0.2857142857142857
"Sarkari Exam Lover
@sarkari_exam99
·
Feb 25","Bihar SI Prohibition Recruitment 2025
#sarkariexam #examlover #jobs #haryanajobs #ssc #upsc #freejobalert #naukri #sarkariresult #sarkariexam #offlineforms",bihar prohibition recruitment 2025 sarkariexam examlover jobs haryanajobs ssc upsc freejobalert naukri sarkariresult sarkariexam offlineforms,2025-02-25,06:03:40,,"naukri, ssc, examlover, haryanajobs, jobs, upsc, offlineforms, sarkariexam, sarkariresult, freejobalert",0,0,0,0,6,0.0
"Sarkari Exam Lover
@sarkari_exam99
·
Feb 25","AAI WR Non-Executive Recruitment 2025
#sarkariexam #examlover #jobs #haryanajobs #ssc #upsc #freejobalert #naukri #sarkariresult #sarkariexam #offlineforms",aai nonexecutive recruitment 2025 sarkariexam examlover jobs haryanajobs ssc upsc freejobalert naukri sarkariresult sarkariexam offlineforms,2025-02-25,05:47:27,,"naukri, ssc, examlover, haryanajobs, jobs, upsc, offlineforms, sarkariexam, sarkariresult, freejobalert",0,0,0,0,6,0.0
"Hitesh Desai
@desaihiteshk06
·
Feb 25","#ICICIPRULI   #INDIAMART   #NAUKRI   #INFY   #KAJARIACER   #MSUMI   #PIIND   #PIDILITIND   #RATNAMANI   #STARHEALTH   #SUNPHARMA   #TATACHEM   #TCS   #TECHM   #VTL   #WIPRO 
#Nifty   #StockMarketIndia #MonthlyLow",icicipruli indiamart naukri infy kajariacer msumi piind pidilitind ratnamani starhealth sunpharma tatachem tcs techm vtl wipro nifty stockmarketindia monthlylow,2025-02-25,04:40:15,,"PIIND, WIPRO, TECHM, STARHEALTH, TATACHEM, PIDILITIND, VTL, INDIAMART, StockMarketIndia, TCS, KAJARIACER, NAUKRI, INFY, MonthlyLow, ICICIPRULI, SUNPHARMA, MSUMI, RATNAMANI, Nifty",0,0,0,0,1,0.0
"Youngindiakebol
@youngindiakebol
·
Feb 25","जम्मू-कश्मीर

IYC के राष्ट्रव्यापी अभियान #Naukri DoNasha Nahi के तहत आयोजित @youngindiakebol_ - सीज़न 5"" के राज्य स्तरीय फिनाले में युवाओं ने अपनी बुलंद आवाज़ और प्रेरणादायक भाषणों से सबका दिल जीता !

जम्मू-कश्मीर में सभी प्रतिभाशाली प्रतिभागियों को ढेरों शुभकामनाएं!",iyc naukri donasha nahi youngindiakebol,2025-02-25,04:03:15,youngindiakebol_,Naukri,0,0,0,0,3,0.0
"Youngindiakebol
@youngindiakebol
·
Feb 25","Jammu & Kashmir: The

State Finale of @youngindiakebol_ Season 5, emphasizing the #Naukri DoNashaNahi demand, concluded with strong and impactful speeches that inspired!

Kudos to Jammu Kashmir's energetic youth for passionately standing up for India!",jammu kashmir state finale youngindiakebol season emphasizing naukri donashanahi demand concluded strong impactful speeches inspired kudos jammu kashmirs energetic youth passionately standing india,2025-02-25,03:57:58,youngindiakebol_,Naukri,0,0,0,0,8,0.3263888888888889
"AI Stock Alerts for listed Stocks in Bharat Market
@gr8Ranju
·
Feb 24","#NATIONALUM (-5.33%)
 #LTTS (-4.84%)
 #LTIM (-4.68%)
 #NAUKRI (-4.68%)
 #SAIL (-4.18%)
 #WIPRO (-3.88%)
 #HUDCO (-3.83%)

 #StocksInFocus #HPORB #StocksToTrade #StocksToWatch #StocksMarket #StocksInfocus",nationalum 533 ltts 484 ltim 468 naukri 468 sail 418 wipro 388 hudco 383 stocksinfocus hporb stockstotrade stockstowatch stocksmarket stocksinfocus,2025-02-24,08:36:16,,"WIPRO, SAIL, StocksMarket, StocksInfocus, NAUKRI, HUDCO, HPORB, LTTS, StocksToTrade, LTIM, StocksInFocus, NATIONALUM, StocksToWatch",0,0,0,0,453,0.0
"Sarkari Exam Lover
@sarkari_exam99
·
Feb 24","TNMRB Pharmacist Recruitment 2025
#sarkariexam #examlover #jobs #haryanajobs #ssc #upsc #freejobalert #naukri #sarkariresult #sarkariexam #offlineforms",tnmrb pharmacist recruitment 2025 sarkariexam examlover jobs haryanajobs ssc upsc freejobalert naukri sarkariresult sarkariexam offlineforms,2025-02-24,08:15:10,,"naukri, ssc, examlover, haryanajobs, jobs, upsc, offlineforms, sarkariexam, sarkariresult, freejobalert",0,0,0,0,25,0.0
"Sarkari Naukri | सरकारी नौकरी
@naukri__info
·
Feb 24","Railway RRB ALP & JE Stage II Exam Date Out. 
#Naukri #SarkariNaukri #SarkariResult #RRB #Railway #RRBALP #RRBJE #Exams #SarkariExam",railway rrb alp stage exam date naukri sarkarinaukri sarkariresult rrb railway rrbalp rrbje exams sarkariexam,2025-02-24,07:48:50,,"RRBJE, Exams, RRB, SarkariExam, SarkariResult, RRBALP, Railway, Naukri, SarkariNaukri",0,0,0,0,1,0.0
